OSEBuildingID;DataYear;BuildingType;PrimaryPropertyType;PropertyName;TaxParcelIdentificationNumber;Location;CouncilDistrictCode;Neighborhood;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);ListOfAllPropertyUseTypes;LargestPropertyUseType;LargestPropertyUseTypeGFA;SecondLargestPropertyUseType;SecondLargestPropertyUseTypeGFA;ThirdLargestPropertyUseType;ThirdLargestPropertyUseTypeGFA;YearsENERGYSTARCertified;ENERGYSTARScore;SiteEUI(kBtu/sf);SiteEUIWN(kBtu/sf);SourceEUI(kBtu/sf);SourceEUIWN(kBtu/sf);SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);SteamUse(kBtu);Electricity(kWh);Electricity(kBtu);NaturalGas(therms);NaturalGas(kBtu);OtherFuelUse(kBtu);GHGEmissions(MetricTonsCO2e);GHGEmissionsIntensity(kgCO2e/ft2);DefaultData;Comment;ComplianceStatus;Outlier;2010 Census Tracts;Seattle Police Department Micro Community Policing Plan Areas;City Council Districts;SPD Beats;Zip Codes;F48;F49;F50;F51;F52;F53;F54;F55;F56;F57;F58;F59;F60;F61;F62;F63;F64;F65;F66;F67;F68;F69;F70;F71;F72;F73;F74;Address;City;State;ZipCode;Latitude;Longitude;Comments;TotalGHGEmissions;GHGEmissionsIntensity;File Paths
28089;2015;Multifamily HR (10+);High-Rise Multifamily;ROSS MANOR;7442700000;"""{'latitude': '47.60801141'";'longitude': '-122.3403687';"'human_address': '{""""address"""": """"1420 WESTERN AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98101""""}'}""";7;DOWNTOWN;1984;1;12;70939;0;70939;"""Multifamily Housing";"Retail Store""";Multifamily Housing;67133;Retail Store;3806;;;;;44,7;51,2;115,3;133,6;3168809;3630907;0;680086;2320550;8484;848355;0;61,23;0.72;No;;Compliant;;;14;;30;18081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28476;2015;NonResidential;Non-Refrigerated Warehouse;NWCP MAYNARD;5367201155;"""{'latitude': '47.54728272'";'longitude': '-122.325775';"'human_address': '{""""address"""": """"6100 6TH AVE S""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98108""""}'}""";2;GREATER DUWAMISH;1965;1;1;30800;0;30800;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;30800;;;;;;54.00;18.90;18,9;59,5;59,5;583205;583205;0;170928;583229;0;0;0;4.07;0,05;No;;Compliant;;;22;;37;18388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28733;2015;Multifamily MR (5-9);Mid-Rise Multifamily;REGAL THORNTON (BLDG 2);8632880000;"""{'latitude': '47.70245165'";'longitude': '-122.32503556';"'human_address': '{""""address"""": """"337 NE THORNTON PL""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98125""""}'}""";5;NORTH;2008;1;7;124642;0;124642;"""Fast Food Restaurant";Multifamily Housing;Office;Other;Restaurant;"Retail Store""";Multifamily Housing;110172;Retail Store;6933;;3389;;;45,2;46,7;142;146,8;5633047;5822147;0;1650951;5633279;0;0;0;39.27;0.12;No;;;;;46;;28;19579;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28734;2015;Multifamily MR (5-9);Mid-Rise Multifamily;REGAL THORNTON (BLDG 3);8632880000;"""{'latitude': '47.70244628'";'longitude': '-122.32509658';"'human_address': '{""""address"""": """"307 NE THORNTON PL""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98125""""}'}""";5;NORTH;2008;1;7;120520;0;120520;"""Multifamily Housing";Other;"Restaurant""";Multifamily Housing;110604;Other;3043;Restaurant;2159;;97;22,6;23,3;70,8;73,3;2612378;2701554;0;765644;2612486;0;0;0;18.21;0.06;No;;Compliant;;;46;;28;19579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28735;2015;Multifamily LR (1-4);Low-Rise Multifamily;BLDG 4 - CREEKSIDE APTS;8632880000;"""{'latitude': '47.7024765'";'longitude': '-122.32480621';"'human_address': '{""""address"""": """"400 NE THORNTON PL""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98125""""}'}""";5;NORTH;2008;1;4;46725;0;46725;Multifamily Housing;Multifamily Housing;102522;;;;;;1.00;133.20;147,4;218,2;239,1;13659926;15108533;0;1125048;3838823;98213;9821262;0;548.37;11,38;No;;Compliant;High Outlier;;46;;28;19579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28874;2015;Multifamily LR (1-4);Low-Rise Multifamily;CEDARVALE VILLAGE;2926049579;"""{'latitude': '47.710508'";'longitude': '-122.3191134';"'human_address': '{""""address"""": """"11222 8TH AVE NE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98125""""}'}""";5;NORTH;1970;1;2;30984;0;30984;Multifamily Housing;Multifamily Housing;30984;;;;;;19.00;37.70;42,6;118,3;133,8;1167813;1320749;0;342266;1167861;0;0;0;8.14;0,1;Yes;;Compliant;;122;46;1;28;19579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
29069;2015;Multifamily LR (1-4);Mixed Use Property;THE LAKESHORE;1180001715;"""{'latitude': '47.50055703'";'longitude': '-122.2204699';"'human_address': '{""""address"""": """"11448 RAINIER AVE S""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98178""""}'}""";2;SOUTHEAST;1995;1;3;124930;0;124930;"""Multifamily Housing";"Senior Care Community""";Multifamily Housing;132284;Senior Care Community;132284;;;;;26,2;26,9;62,4;64;6931901;7125024;0;1294674;4417611;25145;2514475;0;164,34;1.16;No;;Compliant;;;;;;18230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
29125;2015;Multifamily MR (5-9);Mid-Rise Multifamily;MORRISON HOTEL LLC;939000040;"""{'latitude': '47.60227087'";'longitude': '-122.331392';"'human_address': '{""""address"""": """"501 3RD AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98104""""}'}""";7;DOWNTOWN;1908;1;7;159840;19980;139860;Multifamily Housing;Multifamily Housing;127180;;;;;;1.00;115.70;128,3;248,1;268,2;14719018;16321166;0;2257379;7702497;70168;7016839;0;426.36;2,46;No;;Compliant;High Outlier;;14;;20;18379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
29148;2015;Multifamily LR (1-4);Low-Rise Multifamily;RAINIER HOUSE;1480400051;"""{'latitude': '47.55435501'";'longitude': '-122.2811551';"'human_address': '{""""address"""": """"5270 RAINIER AVE S""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98118""""}'}""";2;SOUTHEAST;2008;1;4;43732;0;43732;Multifamily Housing;Multifamily Housing;43732;;;;;;8.00;79.40;95,6;124,2;142,2;3473109;4181522;0;250543;854890;26183;2618255;0;145.02;3,23;No;;Compliant;;;11;;43;18800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
29170;2015;NonResidential;Mixed Use Property;CHIEF SEATTLE CLUB/MONTEREY LOFTS;1562700010;"""{'latitude': '47.59901628'";'longitude': '-122.33150773';"'human_address': '{""""address"""": """"410 2ND AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98104""""}'}""";2;DOWNTOWN;1900;1;3;22168;0;22168;"""Multifamily Housing";"Other - Entertainment/Public Assembly""";Multifamily Housing;11084;Other - Entertainment/Public Assembly;11084;;;;;76,2;85,1;167,7;177,1;1689631;1887572;0;272546;929965;7597;759705;0;46,83;1.93;No;;Compliant;;;49;;20;18379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
29214;2015;NonResidential;Non-Refrigerated Warehouse;FRYE WHSES;7666204800;"""{'latitude': '47.59343565'";'longitude': '-122.3266241';"'human_address': '{""""address"""": """"1005 6TH AVE S""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98134""""}'}""";2;GREATER DUWAMISH;1922;1;1;37400;0;37400;"""Distribution Center";Non-Refrigerated Warehouse;"Supermarket/Grocery Store""";Non-Refrigerated Warehouse;27271;Supermarket/Grocery Store;5706;Distribution Center;4473;;79;23,4;22,4;71,6;68,4;876958;838949;0;247023;842878;341;34115;0;7.69;0.11;No;;Compliant;;;27;;22;19584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
29310;2015;Multifamily LR (1-4);Low-Rise Multifamily;MT BAKER VILLAGE APTS 4;7954000005;"""{'latitude': '47.57961979'";'longitude': '-122.2948436';"'human_address': '{""""address"""": """"2541 29TH AVE S""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98144""""}'}""";2;SOUTHEAST;1960;1;4;21200;0;21200;Multifamily Housing;Multifamily Housing;21200;;;;;;87.00;24.30;26,9;76,3;84,6;515025;571104;0;150945;515047;0;0;0;3.59;0,06;No;;Compliant;;;38;;42;17919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
29312;2015;Multifamily LR (1-4);Low-Rise Multifamily;MT BAKER VILLAGE APTS 6;7954000005;"""{'latitude': '47.57961979'";'longitude': '-122.2948436';"'human_address': '{""""address"""": """"2555 29TH AVE S""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98144""""}'}""";2;SOUTHEAST;1960;1;4;21200;0;21200;Multifamily Housing;Multifamily Housing;21200;;;;;;85.00;24.80;27,2;77,9;85,5;525987;577264;0;154158;526009;0;0;0;3.67;0,07;No;;Compliant;;;38;;42;17919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
29315;2015;Multifamily LR (1-4);Low-Rise Multifamily;MT BAKER VILLAGE APTS 9;7954000005;"""{'latitude': '47.57961979'";'longitude': '-122.2948436';"'human_address': '{""""address"""": """"2580 29TH AVE S""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98144""""}'}""";2;SOUTHEAST;1960;1;4;20365;0;20365;Multifamily Housing;Multifamily Housing;20365;;;;;;;27.40;29,7;86,1;93,4;558546;605493;0;163701;558569;0;0;0;3.89;0,07;No;;Compliant;;;38;;42;17919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
29448;2015;Multifamily LR (1-4);Low-Rise Multifamily;BROADWAY AND PINE;1129500010;"""{'latitude': '47.61497879'";'longitude': '-122.32119751';"'human_address': '{""""address"""": """"1531 BROADWAY""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98122""""}'}""";3;EAST;2006;1;4;74202;0;74202;"""Multifamily Housing";Parking;"Retail Store""";Multifamily Housing;45834;Parking;21854;Retail Store;10972;;100;25,2;27,1;66,8;72,6;1432778;1537829;0;321257;1096173;3367;336651;0;25.52;0.28;No;;Compliant;;;8;;11;19578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
29550;2015;NonResidential;Large Office;605 5TH AVE S;8809700040;"""{'latitude': '47.5973694'";'longitude': '-122.3277466';"'human_address': '{""""address"""": """"605 5TH AVE S""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98104""""}'}""";2;DOWNTOWN;2000;1;11;268130;0;268130;Office;Office;268130;;;;;"""2016";2015;2014;2013;2012;2010;2009;;89;58,1;58,1;182.10;182,1;15571642;15583794;0;4553063;15535696;366;36591;0;110.24;0,16;;;;;;27;;22;18379;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
29551;2015;NonResidential;Small- and Mid-Sized Office;625 5TH AVE S;8809700040;"""{'latitude': '47.59725206'";'longitude': '-122.3277466';"'human_address': '{""""address"""": """"625 5TH AVE S""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98104""""}'}""";2;DOWNTOWN;2000;1;11;68452;-2;68454;"""Bank Branch";"Office""";Office;61665;Bank Branch;6787;;;"""2016";"2015""";81;53,6;58,3;168,4;182,9;3670298;3988260;0;1075703;3670451;0;0;0;25.59;0.14;No;;Compliant;;;27;;22;18379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
29552;2015;NonResidential;Large Office;705 UNION STATION;8809700040;"""{'latitude': '47.59642325'";'longitude': '-122.32774191';"'human_address': '{""""address"""": """"705 5TH AVE S""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98104""""}'}""";2;DOWNTOWN;2000;1;11;273185;0;273185;Office;Office;281566;;;;;"""2016";2015;2010;2009;;89;49,6;49,6;155,8;155,8;13969552;13969552;0;4094241;13970130;0;0;0;97.39;0.14;No;;;;;27;;22;18379;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
29612;2015;NonResidential;K-12 School;THE VILLA ACADEMY - MAIN BLDG & GYM;1025049038;"""{'latitude': '47.66437501'";'longitude': '-122.2718132';"'human_address': '{""""address"""": """"5001 NE 50TH ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98105""""}'}""";4;NORTHEAST;1924;1;3;97500;0;97500;K-12 School;K-12 School;97500;;;;;;97.00;37.10;47,3;58;70,5;3612830;4613391;0;261096;890897;27220;2721970;0;150.77;1,51;No;;Compliant;;;55;;48;18383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
29788;2015;NonResidential;Small- and Mid-Sized Office;QUEEN ANNE SQUARE WEST (2013);7015350000;"""{'latitude': '47.62496806'";'longitude': '-122.359705';"'human_address': '{""""address"""": """"220 W MERCER ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98119""""}'}""";7;MAGNOLIA / QUEEN ANNE;1982;1;5;54015;97325;-43310;Office;Office;54015;;;;;;65.00;64.00;64;200,9;200,9;3455247;3455247;0;1012675;3455391;0;0;0;24.09;0,17;No;;Compliant;;;50;;40;19575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
29792;2015;Multifamily LR (1-4);Low-Rise Multifamily;JEFFERSON SQUARE APARTMENTS;7579200260;"""{'latitude': '47.55989777'";'longitude': '-122.3846207';"'human_address': '{""""address"""": """"4100 SW EDMUNDS ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98116""""}'}""";1;SOUTHWEST;1987;1;3;79052;24000;55052;"""Multifamily Housing";Office;"Parking""";Multifamily Housing;77552;Parking;24000;Office;1500;;;24,4;27,6;76,5;86,8;1925018;2184054;0;564190;1925097;0;0;0;13.42;0.07;No;;Compliant;;;1;;50;18795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
30207;2015;Multifamily MR (5-9);Mid-Rise Multifamily;JOULE;6850700260;"""{'latitude': '47.623695'";'longitude': '-122.321487';"'human_address': '{""""address"""": """"523 BROADWAY E""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98102""""}'}""";3;EAST;2009;1;6;436196;149657;286539;Multifamily Housing;Multifamily Housing;224347;;;;;;76.00;34.60;36,5;99,4;105,3;7762038;8185004;0;1985156;6773633;9887;988684;0;99.73;0,16;No;;Compliant;;;8;;5;18376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
30571;2015;Multifamily LR (1-4);Low-Rise Multifamily;AGNES LOFTS;6003500245;"""{'latitude': '47.61377916'";'longitude': '-122.31688902';"'human_address': '{""""address"""": """"1433 12TH AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98122""""}'}""";3;EAST;2007;1;3;32881;0;32881;"""Multifamily Housing";Non-Refrigerated Warehouse;Office;"Restaurant""";Multifamily Housing;20680;Non-Refrigerated Warehouse;4758;Restaurant;4653;;;57,1;57,1;149,8;149,8;1962435;1962435;0;432894;1477094;4854;485402;0;36.08;0.90;No;;Compliant;;;8;;11;19578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
30847;2015;Multifamily MR (5-9);Mid-Rise Multifamily;PRESCOTT WALLINGFORD APARTMENTS;8029850000;"""{'latitude': '47.65484244'";'longitude': '-122.3424089';"'human_address': '{""""address"""": """"3920 STONE WAY N""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98103""""}'}""";4;LAKE UNION;2012;1;6;198233;61582;136651;"""Fitness Center/Health Club/Gym";Multifamily Housing;Parking;"Restaurant""";Multifamily Housing;130697;Parking;54650;Fitness Center/Health Club/Gym;15417;;;95;38,1;39,2;86,7;87,8;5647146;5806538;0;969119;3306770;23405;2340513;0;147.36;0.67;No;;;;;61;;3;18377;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
31167;2015;Multifamily HR (10+);High-Rise Multifamily;ALTO APARTMENTS LLC - (2014);656000400;"""{'latitude': '47.61725106'";'longitude': '-122.34837448';"'human_address': '{""""address"""": """"311 CEDAR ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98121""""}'}""";7;DOWNTOWN;2011;1;17;176043;34959;141084;"""Multifamily Housing";"Parking""";Multifamily Housing;158099;Parking;35533;;;;91.00;36,4;40,1;85,6;91,5;5747645;6341821;0;1050804;3585492;21623;2162300;0;139,83;0.71;No;;Compliant;;;56;;9;19576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
31187;2015;Multifamily MR (5-9);Mid-Rise Multifamily;ELEMENT 42;2301550000;"""{'latitude': '47.58002758'";'longitude': '-122.38529071';"'human_address': '{""""address"""": """"2641 42ND AVE SW""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98116""""}'}""";1;SOUTHWEST;2011;1;5;63597;0;63597;"""Multifamily Housing";"Parking""";Multifamily Housing;63597;Parking;11550;;;;90.00;32,5;33,4;72,6;73,5;2065554;2124887;0;342978;1170291;8953;895312;0;55,71;0.80;No;;Compliant;;;41;;49;18795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
32429;2015;NonResidential;Mixed Use Property;FIRST AND UNION;6094500000;"""{'latitude': '47.60809489'";'longitude': '-122.33945645';"'human_address': '{""""address"""": """"1411 1ST AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98101""""}'}""";7;DOWNTOWN;1985;1;13;42000;0;42000;"""Enclosed Mall";Manufacturing/Industrial Plant;Office;"Other - Restaurant/Bar""";Other - Restaurant/Bar;16684;Manufacturing/Industrial Plant;12500;Enclosed Mall;11473;;98;184,2;182,3;417;414,8;7768294;7688921;2359521;1271443;4338344;10706;1070611;0;269.23;5.97;No;;Compliant;;;14;;30;18081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
32454;2015;Multifamily MR (5-9);Mid-Rise Multifamily;EAGLES APARTMENTS;2141290000;"""{'latitude': '47.61071138'";'longitude': '-122.33231507';"'human_address': '{""""address"""": """"706 UNION ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98101""""}'}""";7;DOWNTOWN;1925;1;5;37804;0;37804;Multifamily Housing;Multifamily Housing;37804;;;;;;58.00;69.90;83,1;103,1;117,6;2641404;3141037;0;157545;537566;21039;2103861;0;115.48;2,99;No;;Compliant;;;14;;31;18081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
33254;2015;Multifamily LR (1-4);Mixed Use Property;Merrill Gardens at the University;7174800169;"""{'latitude': '47.66723089'";'longitude': '-122.30187669';"'human_address': '{""""address"""": """"5300 24TH AVE NE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98105""""}'}""";4;NORTHEAST;2008;1;4;257248;79507;177741;"""Multifamily Housing";Parking;Retail Store;"Senior Care Community""";Senior Care Community;119826;Multifamily Housing;95512;Parking;79507;;100;22,9;23,7;58;58,9;5481995;5677284;0;1141459;3894820;15873;1587336;0;111.45;0.37;Yes;;Compliant;;;60;;47;18383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
33289;2015;NonResidential;Large Office;BAY VISTA BUILDING;586400000;"""{'latitude': '47.61709719'";'longitude': '-122.35177651';"'human_address': '{""""address"""": """"2815 2ND AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98121""""}'}""";7;DOWNTOWN;1982;1;24;119701;0;119701;"""Office";"Retail Store""";Office;102878;Retail Store;16823;;;;62.00;74,2;74,2;232,9;232,9;8878186;8878186;0;2602048;8878556;0;0;0;61,89;0.20;No;;Compliant;;;5;;9;19576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
33408;2015;Nonresidential COS;Other;LAKE CITY - SEATTLE PUBLIC LIBRARY;3834500640;"""{'latitude': '47.71975659'";'longitude': '-122.2980981';"'human_address': '{""""address"""": """"12501 28TH AVE NE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98125""""}'}""";5;NORTH;1965;1;1;24697;0;24697;"""Library";"Other - Services""";Library;15300;Other - Services;4717;;;;;64,5;72,1;158,2;163,7;1291170;1443269;0;253840;866138;4251;425068;0;28,61;1.01;No;;Compliant;;117;29;2;26;19579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
33527;2015;NonResidential;College/University;SCCC WOOD CONSTR CNTR/MAIN BLD;3646100850;"""{'latitude': '47.59722535'";'longitude': '-122.3013658';"'human_address': '{""""address"""": """"2310 S LANE ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98144""""}'}""";3;CENTRAL;2013;1;1;57468;0;57468;College/University;College/University;67750;;;;;;;43.30;49,8;101,8;111,2;2932696;3370727;0;534956;1825344;11074;1107428;0;71.54;1,11;No;;Compliant;;;32;;18;17919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
33548;2015;NonResidential;College/University;SEATTLE COMMUNITY COLLEGE SCIENCE AND MATH;6003001335;"""{'latitude': '47.61787175'";'longitude': '-122.3217792';"'human_address': '{""""address"""": """"1814 HARVARD AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98122""""}'}""";3;EAST;2006;1;5;84000;0;84000;College/University;College/University;84300;;;;;;;146.10;154,3;270,1;272,3;12315998;13003462;0;1380035;4708875;76073;7607318;0;436.85;4,96;No;;Compliant;;;8;;11;19578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
34148;2015;Multifamily MR (5-9);Mid-Rise Multifamily;DAVID COLWELL BUILDING;6849700055;"""{'latitude': '47.61896535'";'longitude': '-122.3307739';"'human_address': '{""""address"""": """"111 YALE AVE N""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98109""""}'}""";7;LAKE UNION;2000;1;6;79684;0;79684;"""Multifamily Housing";"Retail Store""";Multifamily Housing;75232;Retail Store;5000;;;;81.00;41,2;46,1;104;111,8;3306123;3697089;0;683110;2330868;9754;975351;0;68,05;0.73;No;;Compliant;;;56;;10;18390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
34248;2015;Multifamily LR (1-4);Low-Rise Multifamily;THE WESLY AT DRAVUS;1972205035;"""{'latitude': '47.64891645'";'longitude': '-122.3587078';"'human_address': '{""""address"""": """"20 W DRAVUS ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98119""""}'}""";7;MAGNOLIA / QUEEN ANNE;2004;1;4;22625;0;22625;"""Multifamily Housing";"Parking""";Multifamily Housing;22625;Parking;7875;;;;95.00;40,7;47,2;86,1;98,1;919739;1066938;0;137598;469504;4503;450254;0;27,19;1.11;No;;Compliant;;;50;;39;19575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
34348;2015;NonResidential;Retail Store;PIKE PLAZA - TARGET STORE;6065010000;"""{'latitude': '47.60864842'";'longitude': '-122.3387886';"'human_address': '{""""address"""": """"1401 2ND AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98101""""}'}""";7;DOWNTOWN;1991;1;3;103000;0;103000;Retail Store;Retail Store;103000;;;;;;100.00;21.50;22,1;57,6;56,2;2218249;2280946;0;505067;1723361;4950;494960;0;38.3;0,3;No;;Compliant;;;14;;30;18081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
34891;2015;NonResidential;Supermarket/Grocery Store;QFC;1333100000;"""{'latitude': '47.56159544'";'longitude': '-122.38541678';"'human_address': '{""""address"""": """"4550 42ND AVE SW""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98116""""}'}""";1;SOUTHWEST;2008;1;1;37864;0;37864;Supermarket/Grocery Store;Supermarket/Grocery Store;37864;;;;;;57.00;218.90;231,4;541,5;546,4;8286855;8762301;0;1654901;5646757;26403;2640334;0;179.59;4,1;No;;Compliant;;;1;;50;18795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
34908;2015;NonResidential;Supermarket/Grocery Store;QFC - BROADWAY MARKET;6850700315;"""{'latitude': '47.62256944'";'longitude': '-122.3214874';"'human_address': '{""""address"""": """"417 BROADWAY E""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98102""""}'}""";3;EAST;1950;1;2;66497;0;66497;Supermarket/Grocery Store;Supermarket/Grocery Store;66497;;;;;2013;91.00;129.50;129,5;400;400;8610878;8610878;0;2462487;8402354;2089;208873;0;69.67;0,5;No;;Compliant;;;8;;5;18376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
35391;2015;NonResidential;Retail Store;LUMEN COMMERCIAL;4458720000;"""{'latitude': '47.62501311'";'longitude': '-122.3471326';"'human_address': '{""""address"""": """"500 MERCER ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98109""""}'}""";7;MAGNOLIA / QUEEN ANNE;2006;1;4;34010;0;34010;Retail Store;Retail Store;31793;;;;;;4.00;109.10;111,9;342,4;351,2;3467070;3556201;0;1016140;3467214;0;0;0;24.17;0,27;No;;Compliant;;;56;;40;18390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
